1,9
2,9
3,9
4,9
5,9
6,1
7,1
8,9
9,9
10,9
11,9
12,9
13,1
14,9
15,9
16,1
17,9
18,9
19,1
20,1
21,9
22,1
23,9
24,1
25,9
26,9
27,1
28,1
29,9
30,9
31,9
32,9
33,9
34,9
35,9
36,1
37,9
38,9
39,1
40,1
41,1
42,1
43,9
44,9
45,9
46,9
47,1
48,9
49,9
50,1
51,9
52,9
53,9
54,9
55,9
56,9
57,9
58,9
59,9
60,1
61,1
62,9
63,9
64,9
65,9
66,9
67,1
68,9
69,9
70,9
71,9
72,9
73,1
74,9
75,9
76,9
77,9
78,1
79,9
80,9
81,1
82,1
83,9
84,9
85,9
86,9
87,9
88,9
89,1
90,9
91,9
92,9
93,1
94,9
95,9
96,1
97,9
98,9
99,9
100,9
101,9
102,9
103,9
104,9
105,9
106,9
107,9
108,9
109,9
110,9
111,1
112,9
113,9
114,9
115,9
116,9
117,9
118,1
119,9
120,9
121,9
122,9
123,9
124,9
125,1
126,1
127,9
128,9
129,9
130,9
131,1
132,9
133,9
134,1
135,9
136,1
137,9
138,9
139,9
140,9
141,9
142,9
143,1
144,9
145,9
146,9
147,9
148,9
149,9
150,1
151,1
152,9
153,9
154,9
155,9
156,9
157,1
158,9
159,9
160,1
161,9
162,9
163,9
164,9
165,1
166,1
167,9
168,1
169,9
170,9
171,9
172,9
173,9
174,9
175,9
176,1
177,1
178,9
179,9
180,9
181,9
182,1
183,9
184,9
185,9
186,9
187,9
188,9
189,9
190,1
191,1
192,9
193,1
194,9
195,9
196,1
197,9
198,9
199,9
200,9
201,9
202,9
203,9
204,9
205,9
206,9
207,9
208,9
209,9
210,9
211,9
212,9
213,9
214,9
215,9
216,9
217,9
218,1
219,1
220,9
221,9
222,1
223,9
224,9
225,9
226,1
227,9
228,9
229,9
230,1
231,9
232,1
233,9
234,9
235,1
236,9
237,9
238,9
239,9
240,1
241,9
242,9
243,9
244,9
245,1
246,1
247,9
248,9
249,9
250,9
251,9
252,1
253,1
254,1
255,9
256,9
257,9
258,9
259,9
260,9
261,9
262,1
263,9
264,1
265,9
266,9
267,9
268,9
269,1
270,9
271,9
272,9
273,9
274,1
275,1
276,9
277,9
278,9
279,9
280,9
281,9
282,9
283,9
284,9
285,9
286,9
287,9
288,1
289,9
290,1
291,1
292,9
293,9
294,9
295,1
296,9
297,1
298,9
299,9
300,9
301,1
302,9
303,9
304,9
305,1
306,1
307,1
308,1
309,9
310,1
311,9
312,9
313,9
314,9
315,1
316,9
317,9
318,9
319,9
320,1
321,9
322,9
323,9
324,9
325,9
326,9
327,9
328,9
329,1
330,9
331,9
332,9
333,9
334,9
335,1
336,9
337,1
338,9
339,9
340,9
341,9
342,9
343,9
344,9
345,9
346,9
347,9
348,9
349,9
350,9
351,9
352,1
353,9
354,9
355,1
356,9
357,9
358,1
359,9
360,9
361,1
362,9
363,9
364,9
365,9
366,9
367,9
368,1
369,1
370,1
371,9
372,9
373,1
374,9
375,1
376,9
377,1
378,9
379,9
380,9
381,1
382,9
383,1
384,1
385,9
386,9
387,9
388,9
389,9
390,9
391,9
392,9
393,9
394,9
395,9
396,1
397,9
398,9
399,9
400,1
401,1
402,9
403,9
404,9
405,9
406,9
407,9
408,9
409,9
410,9
411,9
412,9
413,1
414,9
415,1
416,1
417,9
418,1
419,9
420,9
421,9
422,9
423,1
424,9
425,9
426,9
427,9
428,9
429,9
430,9
431,9
432,9
433,1
434,9
435,9
436,1
437,1
438,9
439,9
440,9
441,1
442,9
443,9
444,1
445,9
446,9
447,9
448,9
449,9
450,9
451,9
452,9
453,1
454,9
455,9
456,9
457,9
458,9
459,9
460,9
461,1
462,9
463,9
464,9
465,9
466,9
467,1
468,9
469,1
470,9
471,9
472,9
473,9
474,9
475,1
476,9
477,9
478,9
479,9
480,9
481,9
482,1
483,9
484,9
485,9
486,9
487,9
488,9
489,9
490,9
491,9
492,9
493,9
494,1
495,9
496,9
497,1
498,9
499,9
500,1
501,9
502,9
503,9
504,9
505,9
506,9
507,9
508,1
509,9
510,9
511,9
512,1
513,1
514,9
515,9
516,9
517,1
518,9
519,9
520,9
Recall
0,0.0
1,0.7786885245901639
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.314070351758794
Percision
0,0.0
1,0.76
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,1.0
F1-Measure
0,0.0
1,0.7692307692307693
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.47801147227533464
Macro-F1,0.1247242241506104
Weighted-F1,0.2998178465158904
Accuracy,0.4230769230769231
